"","p_created_time","p_message","p_id","p_from_id","p_from_name","c_created_time","c_message","c_id","c_from_id","c_from_name"
"17","2019-07-12T16:01:32+0000","Congratulations to Sidekix, Open Door Cafe and Miles Perret Cancer Services for winning this year's Lighthouse Spirit Award!","160995133980392_2360303794049504","160995133980392","BB&T","2019-07-12T16:18:11+0000","This is super exciting! We are thrilled to to have been chosen to participate in such an amazing project! Thank you to the entire BB&T team for all of your support!","2360303794049504_2360326997380517","122057902040","Miles Perret Cancer Services"
"18","2019-07-12T16:01:32+0000","Congratulations to Sidekix, Open Door Cafe and Miles Perret Cancer Services for winning this year's Lighthouse Spirit Award!","160995133980392_2360303794049504","160995133980392","BB&T","2019-07-13T13:23:24+0000","Congratulations","2360303794049504_2361776740568876",NA,NA
"19","2019-07-12T16:01:32+0000","Congratulations to Sidekix, Open Door Cafe and Miles Perret Cancer Services for winning this year's Lighthouse Spirit Award!","160995133980392_2360303794049504","160995133980392","BB&T","2019-07-13T12:39:08+0000","Congratulations!","2360303794049504_2361715953908288",NA,NA
"20","2019-07-12T16:01:32+0000","Congratulations to Sidekix, Open Door Cafe and Miles Perret Cancer Services for winning this year's Lighthouse Spirit Award!","160995133980392_2360303794049504","160995133980392","BB&T","2019-07-13T14:21:29+0000","Congrats","2360303794049504_2361864787226738",NA,NA
"21","2019-07-12T16:01:32+0000","Congratulations to Sidekix, Open Door Cafe and Miles Perret Cancer Services for winning this year's Lighthouse Spirit Award!","160995133980392_2360303794049504","160995133980392","BB&T","2019-07-13T11:57:32+0000","Awesome , Way to go Open Door Cafe","2360303794049504_2361664613913422",NA,NA
"22","2019-07-12T16:01:32+0000","Congratulations to Sidekix, Open Door Cafe and Miles Perret Cancer Services for winning this year's Lighthouse Spirit Award!","160995133980392_2360303794049504","160995133980392","BB&T","2019-07-13T07:49:17+0000","Congratulations <f0><U+009F><U+0091><U+008F>","2360303794049504_2361394720607078",NA,NA
"23","2019-07-12T16:01:32+0000","Congratulations to Sidekix, Open Door Cafe and Miles Perret Cancer Services for winning this year's Lighthouse Spirit Award!","160995133980392_2360303794049504","160995133980392","BB&T","2019-07-13T11:49:39+0000","Great job","2360303794049504_2361653890581161",NA,NA
"24","2019-07-12T16:01:32+0000","Congratulations to Sidekix, Open Door Cafe and Miles Perret Cancer Services for winning this year's Lighthouse Spirit Award!","160995133980392_2360303794049504","160995133980392","BB&T","2019-07-13T10:04:33+0000","Congrats","2360303794049504_2361531903926693",NA,NA
"25","2019-07-12T16:01:32+0000","Congratulations to Sidekix, Open Door Cafe and Miles Perret Cancer Services for winning this year's Lighthouse Spirit Award!","160995133980392_2360303794049504","160995133980392","BB&T","2019-07-12T20:32:54+0000","Congratulations Open Door Cafe","2360303794049504_2360664757346741",NA,NA
"26","2019-07-12T16:01:32+0000","Congratulations to Sidekix, Open Door Cafe and Miles Perret Cancer Services for winning this year's Lighthouse Spirit Award!","160995133980392_2360303794049504","160995133980392","BB&T","2019-07-12T16:14:34+0000","Congrats Andy and team at ODC!!","2360303794049504_2360321717381045",NA,NA
"27","2019-07-12T16:01:32+0000","Congratulations to Sidekix, Open Door Cafe and Miles Perret Cancer Services for winning this year's Lighthouse Spirit Award!","160995133980392_2360303794049504","160995133980392","BB&T","2019-07-12T19:45:53+0000","Awesome!","2360303794049504_2360606987352518",NA,NA
"28","2019-07-12T16:01:32+0000","Congratulations to Sidekix, Open Door Cafe and Miles Perret Cancer Services for winning this year's Lighthouse Spirit Award!","160995133980392_2360303794049504","160995133980392","BB&T","2019-07-12T16:58:09+0000","WOOOOOOOOOOOOOOOOOHOOOOOOOOOO! Can't thank BB&T, the local staff, Samantha Thomas and all the voters enough, plus the organizations which pushed us along the way! Come visit us at the Open Door Cafe if you're ever traveling through southwest Virginia!","2360303794049504_2360387184041165",NA,NA
"33","2019-07-12T16:01:32+0000","Congratulations to Sidekix, Open Door Cafe and Miles Perret Cancer Services for winning this year's Lighthouse Spirit Award!","160995133980392_2360303794049504","160995133980392","BB&T","2019-07-12T16:15:05+0000","Hunter Congratulations!!!!","2360303794049504_2360322517380965",NA,NA
"34","2019-07-12T16:01:32+0000","Congratulations to Sidekix, Open Door Cafe and Miles Perret Cancer Services for winning this year's Lighthouse Spirit Award!","160995133980392_2360303794049504","160995133980392","BB&T","2019-07-12T21:19:18+0000","Congratulations <f0><U+009F><U+008E><U+0088> Andy Kegley and Open Door Cafe!","2360303794049504_2360718270674723",NA,NA
"35","2019-07-12T16:01:32+0000","Congratulations to Sidekix, Open Door Cafe and Miles Perret Cancer Services for winning this year's Lighthouse Spirit Award!","160995133980392_2360303794049504","160995133980392","BB&T","2019-07-12T17:39:03+0000","Yea!!","2360303794049504_2360445327368684",NA,NA
"36","2019-07-12T16:01:32+0000","Congratulations to Sidekix, Open Door Cafe and Miles Perret Cancer Services for winning this year's Lighthouse Spirit Award!","160995133980392_2360303794049504","160995133980392","BB&T","2019-07-13T14:03:56+0000","Did you know the woulda, shoulda, coulda been tax dollars you donated to Step up for Students/Florida Tax Credit Scholarship is supporting a school that instead of sending light and love sends hate and intolerance to LGBTQ community?  Florida needs to make these unaccountable schools prove they are better by taking the same state assessments that public schools are forced to take or give public schools the same freedom these voucher schools get.

“Intelligence plus character – that is the true goal of education” –MLK Jr

From the East Hill Christian School 2018-2019 parent-student handbook.  

Admissions
5. Each student of the school shall be of the highest moral character and be obedient to all Biblical principles, including, but not limited to, prohibitions against fornication and homosexuality. All students shall obey the laws of the United States of America and the State of Florida, and all local ordinances. The school reserves the right to dismiss any student with or without cause. 

Inappropriate Conduct 
Inappropriate behavior will be handled by the individual teachers and/or the administration according to the severity or persistence of the offense. The listing of offenses below is not all-inclusive. Both at school and away from school, EHCS students can be suspended or expelled for being involved with or identifying with the following: 
c. Engaging in or identifying with any form of homosexuality, homosexual behavior or orientation. 

What should have been tax dollars support discrimination against LGBTQ students.
•  Step Up for Students Scholarship – click on link for more information on their website! You can also click on this link to see the qualifying chart for 2019-2020. East Hill is presently accepting the FTC Income-Based Scholarship from Step Up for Students. 
•  AAA Scholarship- click on link for more information on their website! Both Step Up and AAA are approved Scholarship Funding Organizations (SFO). 
•  McKay Scholarship – click on link for more information

https://ehcs.org/wp-content/uploads/2018/08/2018-2019-Parent-Student-Handbook.pdf","2360303794049504_2361839587229258",NA,NA
"37","2019-07-12T16:01:32+0000","Congratulations to Sidekix, Open Door Cafe and Miles Perret Cancer Services for winning this year's Lighthouse Spirit Award!","160995133980392_2360303794049504","160995133980392","BB&T","2019-07-13T14:41:35+0000","So happy for Open Door  Cafe!","2360303794049504_2361894893890394",NA,NA
"38","2019-07-10T13:30:13+0000","Avoid scams with our cybersecurity checklist. Remember, BB&T will never call or send unsolicited emails or texts asking you for your personal or account information. http://ow.ly/pwm150uXnZ3","160995133980392_2356501914429692","160995133980392","BB&T","2019-07-10T21:27:51+0000","I have a general customer service question they wont answer because I dont have an account so I'll try here  Can I  take my name off a joint account without the other person present we live in different states","2356501914429692_2357150237698193",NA,NA
"39","2019-07-09T14:00:53+0000","Our Corporate Social Responsibility Report outlines the work we accomplished in 2018 and our focus to continue our mission of making the world a better place to live.","160995133980392_2354807894599094","160995133980392","BB&T","2019-07-10T15:57:10+0000","Just took the survey you emailed me.  To the question: what percentage of investments are with BB&T there was no ""prefer not to answer"" option; so I marked ZERO!<f0><U+009F><U+0098><U+009E> Otherwise I've been happy with BB&T.","2354807894599094_2356725191074031",NA,NA
"40","2019-07-09T14:00:53+0000","Our Corporate Social Responsibility Report outlines the work we accomplished in 2018 and our focus to continue our mission of making the world a better place to live.","160995133980392_2354807894599094","160995133980392","BB&T","2019-07-09T16:09:33+0000","I’m wanting to apply for a USDA home loan. 
What scores are looked at when determining eligibility? TransUnion? Equifax? Experian? 
Two of mine are great and one is slightly less.","2354807894599094_2354994521247098",NA,NA
"41","2019-07-09T14:00:53+0000","Our Corporate Social Responsibility Report outlines the work we accomplished in 2018 and our focus to continue our mission of making the world a better place to live.","160995133980392_2354807894599094","160995133980392","BB&T","2019-07-12T22:02:22+0000","WORST bank I have EVER dealt with in 30+ years of doing business ! GOOD BYE BBT ! You SUCK ! :/","2354807894599094_2360769390669611",NA,NA
"42","2019-07-09T14:00:53+0000","Our Corporate Social Responsibility Report outlines the work we accomplished in 2018 and our focus to continue our mission of making the world a better place to live.","160995133980392_2354807894599094","160995133980392","BB&T","2019-07-10T12:08:04+0000","I will be posting about this bad banking experience continuously","2354807894599094_2356389361107614",NA,NA
"43","2019-07-09T14:00:53+0000","Our Corporate Social Responsibility Report outlines the work we accomplished in 2018 and our focus to continue our mission of making the world a better place to live.","160995133980392_2354807894599094","160995133980392","BB&T","2019-07-09T15:45:27+0000","When will the new name change?","2354807894599094_2354961601250390",NA,NA
"44","2019-07-09T14:00:53+0000","Our Corporate Social Responsibility Report outlines the work we accomplished in 2018 and our focus to continue our mission of making the world a better place to live.","160995133980392_2354807894599094","160995133980392","BB&T","2019-07-09T19:06:16+0000","Truist!!!   Stupid name","2354807894599094_2355231894556694",NA,NA
"45","2019-07-08T17:40:43+0000","VOTE NOW! Click below to explore the charities competing for this year's Lighthouse Spirit Award. http://ow.ly/toqp50uVNjw","160995133980392_2353383508074866","160995133980392","BB&T","2019-07-14T12:28:59+0000","BB&T, good job. Together we are strong :) :)","2353383508074866_2363419880404562",NA,NA
"46","2019-07-08T17:40:43+0000","VOTE NOW! Click below to explore the charities competing for this year's Lighthouse Spirit Award. http://ow.ly/toqp50uVNjw","160995133980392_2353383508074866","160995133980392","BB&T","2019-07-11T17:45:07+0000","Thank you for allowing your employees to help within their communities. While my family is Sidekix supporters through this contest and volunteers with them, it has been nice to learn about other non-profits around the country your team has helped do projects for! The Sidekix prom was amazing and the BB&T Client Care Center and Engagement Associates were amazing from top to bottom. It was a magical evening! One of your finest employees from a different department, George Fletcher Duke II , never left the dance floor. The prom attendees loved him! Thankful these people are a part of our community and your company gives back! Thank you!","2353383508074866_2358692494210634",NA,NA
"47","2019-07-08T17:40:43+0000","VOTE NOW! Click below to explore the charities competing for this year's Lighthouse Spirit Award. http://ow.ly/toqp50uVNjw","160995133980392_2353383508074866","160995133980392","BB&T","2019-07-11T16:46:50+0000","The worse bank ever . I’ve been dealing with them all week for illegal funds taken from my account. They have a email from the company stating they were not going to take the funds . And they still refuse to refund me my money.","2353383508074866_2358611157552101",NA,NA
"48","2019-07-08T17:40:43+0000","VOTE NOW! Click below to explore the charities competing for this year's Lighthouse Spirit Award. http://ow.ly/toqp50uVNjw","160995133980392_2353383508074866","160995133980392","BB&T","2019-07-08T17:54:56+0000","Bank card","2353383508074866_2353403581406192",NA,NA
"49","2019-07-08T17:40:43+0000","VOTE NOW! Click below to explore the charities competing for this year's Lighthouse Spirit Award. http://ow.ly/toqp50uVNjw","160995133980392_2353383508074866","160995133980392","BB&T","2019-07-10T12:07:01+0000","Worst bank and workers are not worried bout customers","2353383508074866_2356388007774416",NA,NA
"50","2019-07-03T18:01:26+0000","A friendly reminder that although BB&T will be closed on Thursday, July 4, we’re always open at 800-BANK BBT (800-226-5228) or any BB&T ATM. http://ow.ly/7eo150uSP1V","160995133980392_2344448472301703","160995133980392","BB&T","2019-07-15T21:19:45+0000","I filed a dispute and was told I have to wait 4 months to get my money back what type of bs is that who waits 4 months for a charge back","2344448472301703_2365901760156374",NA,NA
"51","2019-07-03T18:01:26+0000","A friendly reminder that although BB&T will be closed on Thursday, July 4, we’re always open at 800-BANK BBT (800-226-5228) or any BB&T ATM. http://ow.ly/7eo150uSP1V","160995133980392_2344448472301703","160995133980392","BB&T","2019-07-06T00:50:01+0000","I call all the time and can’t ahold of anyone","2344448472301703_2348524161894134",NA,NA
"52","2019-07-03T18:01:26+0000","A friendly reminder that although BB&T will be closed on Thursday, July 4, we’re always open at 800-BANK BBT (800-226-5228) or any BB&T ATM. http://ow.ly/7eo150uSP1V","160995133980392_2344448472301703","160995133980392","BB&T","2019-07-06T20:26:21+0000","I have spent 45 minutes trying to contact someone. Cancelling this card on Monday forever. Can't send a text to my landline. This bank updated their system without notifying me. I cannot access any of my information.","2344448472301703_2350035758409641",NA,NA
"53","2019-07-03T18:01:26+0000","A friendly reminder that although BB&T will be closed on Thursday, July 4, we’re always open at 800-BANK BBT (800-226-5228) or any BB&T ATM. http://ow.ly/7eo150uSP1V","160995133980392_2344448472301703","160995133980392","BB&T","2019-07-04T06:14:29+0000","I need emergency atm access but there is no option on your customer service to talk to a human.  Is there any way I could speak to a customer service rep on July 4th","2344448472301703_2345251938888023",NA,NA
"54","2019-07-03T18:01:26+0000","A friendly reminder that although BB&T will be closed on Thursday, July 4, we’re always open at 800-BANK BBT (800-226-5228) or any BB&T ATM. http://ow.ly/7eo150uSP1V","160995133980392_2344448472301703","160995133980392","BB&T","2019-07-04T13:55:38+0000","Those branches and atms are fewer and farther these days. You have managed to close all but 1 of your branches that I used multiple  times a week.........","2344448472301703_2345806295499254",NA,NA
"55","2019-07-03T18:01:26+0000","A friendly reminder that although BB&T will be closed on Thursday, July 4, we’re always open at 800-BANK BBT (800-226-5228) or any BB&T ATM. http://ow.ly/7eo150uSP1V","160995133980392_2344448472301703","160995133980392","BB&T","2019-07-09T09:47:29+0000","UTTERLY disappointed with the bank. I’ve been waiting over a month for my new debit card. Over the years my statements and cards have been sent to my residential address here in Australia. Not only was my existing debit card that expires in 2020 canceled but after realising your error you send my new card for some reason to my investment property in Orlando ???? Why? When you’ve always corresponded and sent mail to my Australian address. I’ve waited over a month when I shouldn’t have waited at all for my own money from a card that was cancelled???? For what reason????","2344448472301703_2354482571298293",NA,NA
"56","2019-07-03T18:01:26+0000","A friendly reminder that although BB&T will be closed on Thursday, July 4, we’re always open at 800-BANK BBT (800-226-5228) or any BB&T ATM. http://ow.ly/7eo150uSP1V","160995133980392_2344448472301703","160995133980392","BB&T","2019-07-05T00:14:23+0000","I went to 4 ATM’s today, and 3 were down, and 1 is no longer there.  It sure would be nice to access my money.","2344448472301703_2346681172078433",NA,NA
"57","2019-07-03T18:01:26+0000","A friendly reminder that although BB&T will be closed on Thursday, July 4, we’re always open at 800-BANK BBT (800-226-5228) or any BB&T ATM. http://ow.ly/7eo150uSP1V","160995133980392_2344448472301703","160995133980392","BB&T","2019-07-06T01:21:11+0000","Be great if they quit closing all the local branches...I have to drive 40 minutes to get to an atm or use another bank atm AND GET CHARGED BY BOTH!","2344448472301703_2348561461890404",NA,NA
"58","2019-07-03T18:01:26+0000","A friendly reminder that although BB&T will be closed on Thursday, July 4, we’re always open at 800-BANK BBT (800-226-5228) or any BB&T ATM. http://ow.ly/7eo150uSP1V","160995133980392_2344448472301703","160995133980392","BB&T","2019-07-04T08:42:42+0000","Hey there,

My neighbors have U.S. dollar bills that are sort of damaged and wondering if I am able to still use them if I were to bring them to the state? There are blue pen inks on the corner of each bill. The serial numbers are not damaged.

-Lykeang","2344448472301703_2345406705539213",NA,NA
"59","2019-07-03T18:01:26+0000","A friendly reminder that although BB&T will be closed on Thursday, July 4, we’re always open at 800-BANK BBT (800-226-5228) or any BB&T ATM. http://ow.ly/7eo150uSP1V","160995133980392_2344448472301703","160995133980392","BB&T","2019-07-04T13:33:22+0000","FIVE TIMES WE HAVE E MAILED YOU AND YOU HAVE NOT RSPONDED. SHAME ON BBT . ARE YOU TELING US TO FIND A NEW BANK. PLEASE RETURN MY $35.00 CHARGE SINCE YOU HAVE NOT SATISFIED MY REQUEST.","2344448472301703_2345771928836024",NA,NA
"60","2019-07-03T18:01:26+0000","A friendly reminder that although BB&T will be closed on Thursday, July 4, we’re always open at 800-BANK BBT (800-226-5228) or any BB&T ATM. http://ow.ly/7eo150uSP1V","160995133980392_2344448472301703","160995133980392","BB&T","2019-07-05T16:43:16+0000","I cannot get into online banking..nor is there anyway or prompt by phone to talk to someone to find out why! NOT GOOD!","2344448472301703_2347950011951549",NA,NA
"61","2019-07-03T18:01:26+0000","A friendly reminder that although BB&T will be closed on Thursday, July 4, we’re always open at 800-BANK BBT (800-226-5228) or any BB&T ATM. http://ow.ly/7eo150uSP1V","160995133980392_2344448472301703","160995133980392","BB&T","2019-07-08T16:01:02+0000","Why is every phone number I have for you ringing busy today?","2344448472301703_2353242178088999",NA,NA
"62","2019-07-03T18:01:26+0000","A friendly reminder that although BB&T will be closed on Thursday, July 4, we’re always open at 800-BANK BBT (800-226-5228) or any BB&T ATM. http://ow.ly/7eo150uSP1V","160995133980392_2344448472301703","160995133980392","BB&T","2019-07-08T15:46:26+0000","Are you all aware that there is an issue w/ your phone lines","2344448472301703_2353221864757697",NA,NA
"63","2019-07-03T18:01:26+0000","A friendly reminder that although BB&T will be closed on Thursday, July 4, we’re always open at 800-BANK BBT (800-226-5228) or any BB&T ATM. http://ow.ly/7eo150uSP1V","160995133980392_2344448472301703","160995133980392","BB&T","2019-07-04T22:41:28+0000","I live in Australia with a BB&T bank account. My husband recently had an amputation and I needed to transfer my funds but BB&T online doesn’t have that facility. I told my business banking manager that I would be using my debit card to pull out funds from an ATM here but the bank canceled my ATM card which expires in 2020 for non use! They were supposed to have sent me another card but it’s been a month and I haven’t received it. I’m really at a loss here and don’t know what else to do!","2344448472301703_2346571978756019",NA,NA
"64","2019-07-03T13:30:11+0000","Avoid scams with our cybersecurity checklist. Remember, BB&T will never call or send unsolicited emails or texts asking you for your personal four-digit PIN or account information. http://ow.ly/eNnM50uSzod","160995133980392_2344152335664650","160995133980392","BB&T","2019-07-09T03:52:02+0000","I received an email from u and I don't even have an account with you. The title is ""Suspicious activity"".","2344152335664650_2354131638000053",NA,NA
"65","2019-07-01T13:30:15+0000","Make saving for retirement rewarding! Know the best age to retire and how much you'll need to save. http://ow.ly/M3V050uJZT0","160995133980392_2340518356028048","160995133980392","BB&T","2019-07-01T13:36:37+0000","Love this, what fun.","2340518356028048_2340527696027114",NA,NA
"66","2019-07-01T13:30:15+0000","Make saving for retirement rewarding! Know the best age to retire and how much you'll need to save. http://ow.ly/M3V050uJZT0","160995133980392_2340518356028048","160995133980392","BB&T","2019-07-15T07:31:59+0000","Lovely","2340518356028048_2364794790267071",NA,NA
"67","2019-07-01T13:30:15+0000","Make saving for retirement rewarding! Know the best age to retire and how much you'll need to save. http://ow.ly/M3V050uJZT0","160995133980392_2340518356028048","160995133980392","BB&T","2019-07-02T18:52:27+0000","This would be me if they could get my business account right and I didn’t have to make 7 trips to their location in the past 30 days.","2340518356028048_2342821552464395",NA,NA
"68","2019-06-26T19:10:00+0000","Avoid scams with our cybersecurity checklist. Remember, BB&T will never call or send unsolicited emails or texts asking you for your personal four-digit PIN or account information.","160995133980392_2332220896857794","160995133980392","BB&T","2019-06-26T21:03:43+0000","Love this bank","2332220896857794_2332393076840576",NA,NA
"69","2019-06-26T19:10:00+0000","Avoid scams with our cybersecurity checklist. Remember, BB&T will never call or send unsolicited emails or texts asking you for your personal four-digit PIN or account information.","160995133980392_2332220896857794","160995133980392","BB&T","2019-06-27T15:14:18+0000","I hope not!","2332220896857794_2333678026712081",NA,NA
"70","2019-06-26T19:10:00+0000","Avoid scams with our cybersecurity checklist. Remember, BB&T will never call or send unsolicited emails or texts asking you for your personal four-digit PIN or account information.","160995133980392_2332220896857794","160995133980392","BB&T","2019-06-26T20:50:01+0000","Use caution
I got a call they are very convincing
I only picked up because BB&t appeared on my phone caller I.d.
When they asked for my pin and I said you don't need that - the caller hung up
Always hang up- if you ask for their name and number and say I will call back they usually hang up ! Busted !","2332220896857794_2332376223508928",NA,NA
"71","2019-06-26T19:10:00+0000","Avoid scams with our cybersecurity checklist. Remember, BB&T will never call or send unsolicited emails or texts asking you for your personal four-digit PIN or account information.","160995133980392_2332220896857794","160995133980392","BB&T","2019-06-27T15:19:49+0000","Due to fraudulent charges I need a new debit card and now have been waiting 8+ days for new card.. Getting really frustrating.","2332220896857794_2333686770044540",NA,NA
"72","2019-06-26T19:10:00+0000","Avoid scams with our cybersecurity checklist. Remember, BB&T will never call or send unsolicited emails or texts asking you for your personal four-digit PIN or account information.","160995133980392_2332220896857794","160995133980392","BB&T","2019-06-27T00:55:40+0000","Looking for a mortgage side .org chart, underwriter org chart as well. Trying to get in touch w people is a tough task","2332220896857794_2332675723478978",NA,NA
"73","2019-06-26T19:10:00+0000","Avoid scams with our cybersecurity checklist. Remember, BB&T will never call or send unsolicited emails or texts asking you for your personal four-digit PIN or account information.","160995133980392_2332220896857794","160995133980392","BB&T","2019-06-27T21:40:46+0000","Is  there still going to be a Senior Checking account?","2332220896857794_2334208876658996",NA,NA
"74","2019-06-26T19:10:00+0000","Avoid scams with our cybersecurity checklist. Remember, BB&T will never call or send unsolicited emails or texts asking you for your personal four-digit PIN or account information.","160995133980392_2332220896857794","160995133980392","BB&T","2019-07-02T17:56:22+0000","Worst bank in town!...worst service too!","2332220896857794_2342745802471970",NA,NA
"75","2019-06-24T13:00:01+0000","Open road, covered car. McGriff Insurance Services is here for you every s<U+0336>t<U+0336>e<U+0336>p<U+0336> mile of the way.","160995133980392_2327901350623082","160995133980392","BB&T","2019-07-02T21:20:24+0000","I am still waiting on the loan officer manager working on my file to give me a call. It's been over a week since I have heard from him. I was in a panic state on about June 12th, my loan officer, said hey man we are good for your June 24th closing. Most likely looking like a July 15th closing. Just Ludacris.","2327901350623082_2343008732445677",NA,NA
"76","2019-06-24T13:00:01+0000","Open road, covered car. McGriff Insurance Services is here for you every s<U+0336>t<U+0336>e<U+0336>p<U+0336> mile of the way.","160995133980392_2327901350623082","160995133980392","BB&T","2019-06-26T13:50:58+0000","My well respected, veteran brother who is currently the Air Force JROTC instructor of the year attempted to deposit cash into our widowed Mother’s account today with a BB&T deposit slip and was told that BB&T would not accept his deposit because it “might be fraudulent.”  He presented his ID (His wife was out of town with their non BB&T checkbook) and was still denied service. What lunacy is this, BB&T???","2327901350623082_2331746256905258",NA,NA
"77","2019-06-24T13:00:01+0000","Open road, covered car. McGriff Insurance Services is here for you every s<U+0336>t<U+0336>e<U+0336>p<U+0336> mile of the way.","160995133980392_2327901350623082","160995133980392","BB&T","2019-06-24T21:37:55+0000","Beware!!! BB&t charges a $12 maintenance fee if you don't keep a certain amount of money in your account. That's with multiple mortgages and a credit card with the same bank. Will be going to a credit union shortly.","2327901350623082_2328708887208995",NA,NA
